start	end	text
408160	438140	this is my gmail account obviously as we've seen it here so this is my gmail account obviously as we've seen it before and then you're all good to go so now once you have that the very next step is we are going to ensure it works so i am going to change this to custom sorry not custom every minute whatever it is that you want to do if you receive a ton of emails and it's high priority
438140	465400	every single day and you are like in a sales environment or you know a boiler room or something and you need them instantly you can actually do it all the way down to one minute i thought you could actually do it every 30 seconds but i can't quite remember um i think you can do it down to 30 seconds but i haven't used it in a while so we'll just leave it at this so every minute and then we want to fast fetch test event
465400	470300	no gmail found jesus let me see
470300	479240	message received okay actually this is why
479240	491420	unread and unread emails so um i had no new emails so when i tried to fetch it the first time it didn't actually go through
491420	500460	so the next one is text classifier
500460	505960	and then
505960	510660	gemini chat model
510660	517120	now this is again where if you don't have your credentials for your
517120	527660	chat model whatever it is you're going to have to find your choice a lot of people use open router if you go to open router you can actually choose whatever llm
527660	532700	um it's just kind of a third party that you can uh that aggregates all of the
532700	542080	anthropic google olama deep sea chat gpt whatever it is um i personally use uh google gemini for a lot of the
542080	552620	not heavy lifting that i have to do um i use claude code uh obviously for coding um and i use claude uh my desktop for different things
552620	560940	but the reason why i use google gemini and a lot of you should too i personally uh would say is just because it's free
560940	566780	you can go to google as long as you have a google gmail you can go to
566780	568700	google
568700	570640	gemini
570640	572480	studio
572480	580880	and then uh if you haven't already signed it up as you can see there's an api key here even when you google it
580880	588320	um and then you can get your api key and that is what
588320	599640	allows you access to your google gemini uh and this one i use the less the lesser of the two there's pro and there's well there's more
599640	604920	of them but the ones that i usually go back and forth between are pro and flash um
604920	613120	so you connect this this is your brain without this um you can actually try to do your text classifier
613120	620400	but it won't be very reliable i mean if you're if you're not if you're not going to try to use this or
620400	628880	something smart with it then what a lot of people may try to do are uh if nodes so this is another way
628880	633680	to route it so you can take one of these um but this is going to be a whole different rabbit hole and
633680	640000	different tangent uh we'll just do it with what we have here so we're going to create a text classifier
640000	645040	so once we do this text to classify
645040	671480	so um i have a copy and pasted but if you don't it's really easy so um actually you know what we will do
671480	672940	it the absolute scratch way
672940	685200	so we will do subject and then one of three things i always use json you can use whichever one of these
685200	691380	uh at different times you're going to need different things um i usually mainly stick with json
691380	699380	so i'm looking for subject i will go down here you can grab either one of these and then you drop it in
699380	706760	and then it will turn it into an expression so that subject is one that you want to grab
706760	713900	and then
713900	718140	you want to grab
718140	725520	you want to grab
725520	728520	you want to grab
728520	729520	email body
729520	733140	which is this snippet
733140	735840	it's not actually going to say email body
735840	740620	so once you have those things that's what you want to use to classify
740620	745580	um and once you get deeper into the woods and you start to actually do these customized
745580	750780	specific to your own business you might need to go and grab your thread id or
750780	754620	um whatever category that you're looking for for specifically
754620	759980	or you want to grab only unread or uh different things like that or you're going to look for a
759980	760700	specific label
760700	766460	um so you can use there's sometimes where i have flows to where i have multiple different text
766460	771260	uh classifiers so uh but again that's that's kind of getting too deep in the woods
771260	775740	now you want to add a category we're just going to start with personal
775740	779900	and you write your own description
779900	786060	these are emails and this description is what you're talking to
786060	789100	this llm to be
789100	792260	we'll just connect this just so that we have it
792260	798260	uh sorry
799860	802260	we'll just connect this and uh sorry like i said
804020	812500	this category you can do it either dynamically i just leave it as a fixed uh the expression is when
812500	817780	you grab it over here um but i like to leave it just regular fix so that you know what it is
817780	822500	every single time you don't have to update it dynamically and this description is also going to be fixed
822500	827860	um this is something that you can create an expression for um but we'll just keep it basic
827860	839220	basic for now these are emails that are of personal in nature from friends family
839220	848260	family family and contacts that are already in my database
850740	851380	database
853220	861700	now the better of a description you give here the more reliably it will actually classify this but for
861700	867380	the sake of brevity i'm just going to be setting it up with these uh you know very very short one-liners
867380	868100	so
871460	876900	then we are going to do this so as you can see this personal is going to go to a particular one
876900	880100	and then i will create one more because
882420	883220	other stuff
885860	893300	this will be for any email that you cannot classify
893300	898900	this is going to be for any email that you can see this is going to be for any email that you can
898900	900020	see this is going to be for any email that you can see this is going to be for any email that you can
900020	900980	see this is going to be for any email that you can see this is going to be for any email that you can see
900980	906780	this is going to be for any email that you can see this is going to be for any email that you can see this is going to be for any email that you can see this is going to be for any email that you can see this is going to be for any email that you can see this is going to be for any email that you can see this is going to be for any email that you can see this is going to be for any email that you can see this is going to be for any email that you can see this is going to be for any email that you can see this is going to be for any email that you can see this is going to be for any email that you can see this is going to be for any email that you can see this is going to be for any email that you can see this is going to be for any email that you can see this is going to be for any email that you can see this is going to be for any email that you can see this is going to be for any email that you can see this is going to be
