start	end	text
611560	633960	and this is the best part once you connect
633960	644760	and this is the best part once you connect ai with your workflows and that workflow to a system
645480	652200	and systems start to communicate to each other you have a compounding effect and that doesn't just get one
652200	662840	or two tasks done you actually have an expansion a living system that gets better and better and better and it learns over time if you have that built into it
663960	679480	that means you're no longer doing just scattered one-off tasks or you're not losing your place in the middle up of writing financials or marketing breakdown of where your ad spend is going for that month
679480	685960	and you're not hopping from place to place you have these systems in place to where they're carrying out tasks
685960	691320	and they're giving you all of the data that you actually need so that you can do the next money making task
691320	708440	so let's start to talk about how these dots are connected the actual toolkit what you're going to be using
711880	719480	overall you don't need 50 apps yes you're going to need some i'd say around five to seven at absolute minimum
719480	726920	and i'd say 15 or so at max i mean if you're using more than that you're probably using way too many tools
735240	740040	so let's actually talk about the toolkit you don't need 50 tools or 100 tools there's there's so many
740040	745720	people that they just keep stacking software on top of software and they have redundant things you don't need
745720	751640	that many 10 12 maybe and then you get very very familiar with them and then on top of that most
751640	756520	people aren't even using the software that they're using to its full potential but that's a whole other
756520	765560	topic so let's think about the very first part your database your crm what do you use is it salesforce
765560	771960	is it hubspot do you have a custom one do you use click up let's first think through this one
775720	787400	this is your centralized knowledge base this is where all of your money making information should live
787400	794200	your marketing your sales pipeline your emails newsletters all of that should be in your crm so
794200	799720	whatever it is that you're using just stick with that every single one has pros and cons so if you change
799720	804840	systems you're going to have to change systems and sops across the board for all of your things so
804840	810040	whatever it is that you're using use that if you have yet to choose one and you're just using google
810040	816440	excel sheets or something look into and research one and go through all of your entire workflows before
816440	822360	you choose one it should be with you for the lifetime of your business unless you plan to create a custom one
822360	836040	the next one should be your orchestration layer this is for me n8n and for in uh weird use cases it's
836040	841240	going to be zapier for the things that have to have proprietary connections and there are no apis to
841240	851800	connect to it but my orchestrator is n8n this is what connects all of my data my apps
852360	858840	my endpoints and all of my knowledge bases so that i can centralize everything n8n is my go-to
865880	871880	next you want to think about your ai layer what your data enrichment process is what you have api
871880	878440	keys for there are local language models that you can actually install and deploy on your own server
878440	885320	there are things like open ai that has um you know api keys to where it goes based off of token usage
885320	889800	same thing with claude and all of these others you have to work through that end to end and you also
889800	895960	have to understand which ones are better for what if you're going to have multiple you have to think
895960	909480	about the token usage and the overhead of how each one uses what and how it's calculated
909480	909480	
909480	909480	
