start	end	text
848980	850960	And this is my voice, my tone, my rhythm.
851460	852540	You guys can take a look at this.
852700	855120	Again, this is in the school community for you guys to reference.
855120	859700	I would not just copy and paste this, although I have seen people do that.
860340	866260	You want to make it your own because every single piece of literature, your copy, your ads, your titles,
866260	876060	this is what is going to be the instructions that your chat GPT follows and then this document.
876600	882480	So once you actually create this, you're going to be in here in chat GPT.
882480	892180	So just for kind of the sake of watching me do this so that you have the understanding of this.
892560	896840	Once you do all of this, it's going to spit an answer out like that.
896960	898620	I already have it pasted in there.
899220	902060	You just want to go to maybe Google Docs or something.
902060	932040	You just want to make it pasted in there.
