start	end	text
616740	619740	You can copy the image and then you can save that as your mood board.
619740	621740	You're going to use that.
621740	627740	The more you hone this in, the better your visual brand guidelines will be.
627740	630740	So we're going to jump in on the other side of this.
630740	635740	We're going to use the mood board that we have taken from here and generated from here.
635740	637740	Use that as visual brand guidelines.
637740	638740	And we'll show you that.
638740	639740	I'll show you that document.
639740	643740	And then once you have all of these, this is again where you're going to go back into
643740	647740	your own project for your particular brand, your business.
647740	649740	And you're going to be able to upload all of these documents.
649740	655740	And then you're going to be finished with your brand documents, your brand vibe, your tone,
655740	658740	your style, your style guide, and everything like that.
658740	659740	So I'll catch you on the other side.
659740	659740	
659740	659740	
659740	660740	Bye.
660740	661740	Bye.
661740	662740	Bye.
662740	663740	Bye.
663740	664740	Bye.
664740	665740	Bye.
665740	666740	Bye.
666740	667740	Bye.
667740	668740	Bye.
668740	669740	Bye.
669740	670740	Bye.
670740	671740	Bye.
671740	672740	Bye.
672740	673740	Bye.
673740	674740	Bye.
674740	675740	Bye.
675740	676740	Bye.
676740	677740	Bye.
677740	678740	Bye.
678740	679740	Bye.
679740	680740	Bye.
680740	681740	Bye.
681740	682740	Bye.
682740	683740	Bye.
683740	684740	Bye.
684740	685740	Bye.
685740	686740	Bye.
686740	687740	Bye.
687740	688740	Bye.
688740	689740	Bye.
689740	690740	Bye.
690740	691740	Bye.
691740	692740	Bye.
692740	693740	Bye.
693740	694740	Bye.
694740	695740	Bye.
695740	696740	Bye.
696740	697740	Bye.
697740	698740	Bye.
698740	699740	Bye.
699740	700740	Bye.
700740	701740	Bye.
701740	702740	Bye.
702740	703740	Bye.
703740	704740	Bye.
704740	705740	Bye.
705740	706740	Bye.
706740	707740	Bye.
707740	708740	Bye.
708740	709740	Bye.
709740	710740	Bye.
710740	711740	Bye.
711740	712740	Bye.
712740	713740	Bye.
713740	714740	Bye.
714740	715740	Bye.
715740	716740	Bye.
716740	716740	
716740	716740	
716740	716740	
716740	716740	
716740	716740	
716740	716740	
716740	716740	
716740	716740	
716740	716740	
716740	716740	
716740	716740	
716740	716740	
716740	716740	
716740	716740	
716740	716740	
716740	716740	
716740	716740	
716740	716740	
716740	716740	
716740	716740	
716740	716740	
716740	716740	
716740	716740	
716740	716740	
717740	718740	Bye.
718740	719740	Bye.
719740	720740	Bye.
720740	720740	
720740	721740	Bye.
721740	722740	Bye.
722740	723740	Bye.
723740	724740	Bye.
724740	725740	Bye.
725740	725740	
725740	726740	Bye.
726740	727740	Bye.
727740	728740	Bye.
728740	728740	
728740	729740	Bye.
729740	730740	Bye.
730740	731740	Bye.
731740	731740	
731740	732740	Bye.
732740	732740	
732740	733740	Bye.
733740	733740	
733740	734740	Bye.
734740	735740	Bye.
735740	736740	Bye.
736740	736740	
736740	737740	Bye.
737740	738740	Bye.
738740	738740	
738740	739740	Bye.
739740	740740	Bye.
740740	740740	
740740	741740	Bye.
741740	742740	Bye.
742740	742740	
742740	743740	Bye.
743740	744740	Bye.
744740	744740	
744740	745740	Bye.
745740	746740	Bye.
746740	746740	
746740	746740	
746740	746740	
746740	746740	
746740	746740	
746740	746740	
746740	746740	
746740	746740	
746740	746740	
746740	746740	
746740	746740	
746740	747740	Bye.
747740	748740	Bye.
748740	749740	Bye.
749740	750740	Bye.
750740	751740	Bye.
751740	752740	Bye.
752740	753740	Bye.
753740	753740	
753740	754740	Bye.
754740	755740	Bye.
755740	756740	Bye.
756740	757740	Bye.
757740	758740	Bye.
758740	759740	Bye.
759740	760740	Bye.
760740	761740	Bye.
761740	762740	Bye.
762740	763740	Bye.
763740	764740	Bye.
764740	765740	Bye.
765740	766740	Bye.
766740	767740	Bye.
767740	768740	Bye.
768740	769740	Bye.
769740	770740	Bye.
770740	771740	Bye.
771740	772740	Bye.
772740	773740	Bye.
773740	774740	Bye.
774740	775740	Bye.
775740	776740	Bye.
776740	777740	Bye.
777740	778740	Bye.
778740	779740	Bye.
779740	780740	Bye.
780740	781740	Bye.
781740	782740	Bye.
782740	783740	Bye.
783740	784740	Bye.
784740	785740	Bye.
785740	786740	Bye.
786740	787740	Bye.
787740	788740	Bye.
788740	789740	Bye.
789740	790740	Bye.
790740	791740	Bye.
791740	792740	Bye.
792740	793740	Bye.
793740	794740	Bye.
794740	795740	Bye.
795740	796740	Bye.
796740	797740	Bye.
797740	798740	Bye.
798740	799740	Bye.
799740	800740	Bye.
800740	801740	Bye.
801740	802740	Bye.
802740	803740	Bye.
803740	804740	Bye.
804740	805740	Bye.
805740	806740	Bye.
806740	807740	Bye.
807740	808740	Bye.
808740	809740	Bye.
809740	810740	Bye.
810740	811740	Bye.
811740	812740	Bye.
812740	813740	Bye.
813740	814740	Bye.
814740	815740	Bye.
815740	815740	
815740	816740	Bye.
816740	816740	
816740	817740	Bye.
817740	818740	Bye.
818740	818740	
818740	819740	Bye.
819740	819740	
819740	820740	Bye.
820740	820740	
820740	821740	Bye.
821740	822740	Bye.
822740	823740	Bye.
823740	823740	
823740	824740	Bye.
824740	825740	Bye.
825740	826740	Bye.
826740	827740	Bye.
827740	828740	Bye.
828740	829740	Bye.
829740	829740	
829740	830740	Bye.
830740	831740	Bye.
831740	832740	Bye.
832740	833740	Bye.
833740	833740	
833740	833740	
833740	833740	
833740	833740	
833740	833740	
833740	833740	
833740	833740	
833740	833740	
833740	833740	
833740	833740	
833740	833740	
833740	833740	
833740	833740	
833740	833740	
833740	833740	
833740	833740	
833740	833740	
833740	834740	Bye.
834740	835740	Bye.
835740	836740	Bye.
836740	837740	Bye.
837740	838740	Bye.
838740	839740	Bye.
839740	840740	Bye.
840740	840740	
840740	841740	Bye.
841740	841740	
841740	842740	Bye.
842740	842740	
842740	843740	Bye.
843740	843740	
843740	844740	Bye.
844740	844740	
844740	845740	Bye.
845740	846740	Bye.
846740	847740	Bye.
847740	848740	Bye.
848740	848740	
848740	849740	Bye.
849740	849740	
849740	850740	Bye.
850740	851740	Bye.
851740	852740	Bye.
852740	852740	
852740	853740	Bye.
853740	854740	Bye.
854740	854740	
854740	855740	Bye.
855740	856740	Bye.
856740	856740	
856740	857740	Bye.
857740	858740	Bye.
858740	858740	
858740	859740	Bye.
859740	860740	Bye.
860740	861740	Bye.
861740	862740	Bye.
862740	862740	
862740	862740	
862740	862740	
862740	862740	
862740	862740	
862740	862740	
862740	862740	
862740	862740	
862740	862740	
862740	862740	
862740	862740	
862740	862740	
862740	862740	
862740	862740	
862740	862740	
862740	863740	Bye.
863740	864740	Bye.
864740	865740	Bye.
865740	865740	
865740	866740	Bye.
866740	867740	Bye.
867740	868740	Bye.
868740	868740	
868740	869740	Bye.
869740	869740	
869740	870740	Bye.
870740	870740	
870740	871740	Bye.
871740	872740	Bye.
872740	873740	Bye.
873740	873740	
873740	873740	
873740	874740	Bye.
874740	874740	
874740	875740	Bye.
875740	875740	
875740	876740	Bye.
876740	876740	
876740	877740	Bye.
877740	877740	
877740	878740	Bye.
878740	878740	
878740	879740	Bye.
879740	880740	Bye.
880740	881740	Bye.
881740	881740	
881740	882740	Bye.
882740	883740	Bye.
883740	883740	
883740	883740	
883740	884740	Bye.
884740	885740	Bye.
885740	885740	
885740	885740	
885740	885740	
885740	886740	Bye.
886740	887740	Bye.
887740	887740	
887740	887740	
887740	887740	
887740	887740	
887740	888740	Bye.
888740	889740	Bye.
889740	889740	
889740	889740	
889740	889740	
889740	889740	
889740	889740	
889740	889740	
889740	889740	
889740	890740	Bye.
890740	891740	Bye.
891740	892740	Bye.
892740	893740	Bye.
893740	894740	Bye.
894740	895740	Bye.
895740	896740	Bye.
896740	897740	Bye.
897740	898740	Bye.
898740	899740	Bye.
899740	900740	Bye.
900740	901740	Bye.
901740	902740	Bye.
902740	903740	Bye.
903740	904740	Bye.
904740	905740	Bye.
905740	906740	Bye.
906740	907740	Bye.
907740	908740	Bye.
908740	909740	Bye.
909740	910740	Bye.
910740	910740	
910740	911740	Bye.
911740	912740	Bye.
912740	913740	Bye.
913740	914740	Bye.
914740	915740	Bye.
915740	916740	Bye.
916740	917740	Bye.
917740	918740	Bye.
918740	918740	
918740	918740	
918740	918740	
918740	918740	
918740	918740	
918740	918740	
918740	918740	
918740	918740	
918740	918740	
