start	end	text
250760	253760	and it does at least get it out in steps
253760	255760	but that's very topical
255760	256760	you have to get granular
256760	258760	what are the steps in between?
258760	260760	what are the tools?
260760	261760	who's handing off to whom?
261760	263760	and why?
267760	269760	the first win is going to be mapping it all out
269760	271760	getting it on a piece of paper
271760	272760	putting it on a white board
272760	275760	I actually use Miro.com and have for quite some time
275760	277760	this helps provide clarity
277760	283760	it gets it out of your brain
283760	286760	and onto whatever it is that you use
286760	287760	maybe notion
287760	289760	maybe Miro like I do
289760	292760	or just a notepad that you write down
292760	294760	people still love to do that as well
294760	295760	the point is
295760	298760	is that's where you can actually see the whole entire map
298760	301760	and you can start to map it out from beginning to end
301760	303760	and then you can start to make adjustments
303760	307760	well I can use X tool instead of this
307760	309760	or if I actually create this workflow
309760	311760	this is going to eliminate the subscription
311760	312760	so you can save time
312760	313760	you can save money
313760	316760	and you can actually build this automation to work for you
316760	317760	overnight
317760	318760	or on weekly triggers
318760	319760	or daily triggers
319760	321760	but you have to map it out
331760	338760	essentially the rule of thumb is
338760	341760	if you spend more than 15 minutes on it
341760	343760	every single time you do it
343760	345760	and you do it more than three times a week
345760	347760	that task can be automated
347760	351760	and that's where all of your repetitive tasks should live
351760	353760	in automation
361760	363760	now let's talk tools
363760	364760	like I mentioned earlier
364760	365760	I love Superbase
365760	367760	I love Airtable
367760	369760	I love NNN
369760	370760	NNN is the orchestrator
370760	373760	a lot of these other things are platforms as well as tools
373760	376760	but what you want to do is map all of them out
376760	378760	know which ones you have access to
378760	380760	know which ones you want to use
380760	382760	know which ones are easier to use than others
382760	384760	or if you want to make a replacement to something
384760	386760	this is where you want to make that decision
386760	388760	once you start to create your workflows
388760	389760	you have to understand your tools
389760	392760	and the ones that you have access to
404760	406760	now the one thing that
406760	409760	NNN and automations actually are built around
409760	411760	are API integrations
411760	412760	for people that don't know
412760	414760	that's an application programming interface
414760	417760	it is a URL or an endpoint
417760	418760	think of it like this
418760	423760	you're going to mail something out from California to Florida
423760	425760	and you go to the post office
425760	427760	you actually have to have your from address
427760	428760	and your to address
428760	430760	and you have to put the post a stamp on it
430760	433760	a lot of what the internet works on
433760	435760	is basically around that same principle
435760	438760	you see web URLs like HubSpot.com
438760	441760	well that's how you get to the website
441760	443760	but there are back-end interfaces to where
443760	446760	you can actually use connections like API
446760	448760	to connect to these programs
448760	450760	well the reason why I bring it up
450760	453760	is because not every single one of these programs
453760	456760	or platforms can actually have API integration
456760	460760	sometimes you have lawyers with very sensitive data
460760	463760	and information and or HIPAA compliance
463760	467760	or the healthcare industry has a ton of situations like this
467760	470760	to where you can't directly go into it
470760	472760	and that's where Zapier comes in
472760	476760	it connects apps that don't actually have API integration
476760	479760	this is another reason why you want to map out all of your tools
479760	481760	because you can see these gaps
481760	483760	and you can figure out security compliance
483760	485760	does it have an API does it not
485760	492760	and then you can actually make your workflow flow a little bit cleaner
495760	498760	now the main one that I'm going to talk about today
498760	502760	and basically throughout the entirety of this course is N8N
502760	505760	N8N is the back-end orchestrator
505760	509760	this is the one that talks to and translate information
509760	511760	and connects to all of the apps
511760	515760	it is kind of the behind the scenes centralized focused orchestrator
518760	521760	so someone goes to your website and fills out a form
521760	524760	what N8N does is it grabs that information
524760	526760	it actually puts it into your CRM
526760	530760	it maybe enriches some data for that contact or that company
530760	533760	then it sends out a slack notification
533760	536760	or it enriches it with artificial intelligence
536760	540760	maybe from chat GPT or Gemini or something like that
540760	542760	and then it puts it onto your to-do list
542760	547760	the one orchestrating all of that is N8N in the background
551760	552760	now that's the basic concept
552760	554760	it's just there's an input
554760	557760	N8N takes that input
557760	559760	and then it creates an output
559760	561760	sometimes many outputs
561760	564760	I can tell you the simpler the better
564760	565760	once you start to get an N8N
565760	567760	we start to go in there
567760	569760	and you take a look at all of the triggers
569760	570760	all of the nodes
570760	571760	all of the tools
571760	572760	all of the connections
572760	573760	you can actually go down a rabbit hole
573760	575760	and start to build wildly
575760	578760	and then you have to think about debugging
578760	579760	and breaking things
579760	582760	and it just timing out on you
582760	584760	or there's a plethora of things
584760	588760	but simpler and more elegant solutions
588760	589760	are always going to be better
589760	591760	there's going to be these times where you see
591760	595760	an NNN workflow with like 47 nodes
595760	597760	and if you really know what you're doing
597760	600760	you know how to work through your console logs
600760	601760	or debugging
601760	603760	or it just works end to end
603760	604760	then great
604760	606760	that's awesome
606760	610760	but if you get into that area of 39, 40, 45 nodes
610760	612760	or sub flows
612760	613760	and then it hands it off to other things
613760	615760	basically what I'm trying to say is
615760	617760	the more you have in there
617760	620760	the easier it is for it to break
620760	624760	and then you're spending time on fixing your workflow
624760	627760	opposed to the automation that should be helping you
627760	628760	buy your time back
628760	631760	and leverage your time for better things
636760	640760	so let's go over some quick ones that we can build in a single day
640760	642760	or over a weekend
642760	645760	the first one would be something like a lead intake system
645760	647760	you mentioned earlier
647760	649760	you maybe get a Calendly booking
649760	651760	and that books your Zoom call
651760	653760	and then you have NNN grab it
653760	654760	it puts it into your CRM
654760	657760	and then it actually puts it either on a to-do list
657760	659760	or in an email nurture sequence
659760	660760	or something along those lines
660760	662760	that's one of them
662760	663760	very easy
663760	664760	you can actually do that in a day
664760	666760	maybe two days max
666760	669760	and that will start to give you a lot of your time back
669760	671760	imagine how much time you will actually get back with that
671760	673760	you have to go check your Calendly
673760	675760	maybe a couple of minutes
675760	677760	synthesize that information
677760	678760	where are you going to put it
678760	680760	okay it goes into my CRM
680760	681760	another couple of minutes
681760	683760	you manually input that data
683760	684760	another couple of minutes
684760	686760	so that one sequence with maybe two to three parts
686760	690760	is going to save you about five maybe ten minutes every single time
690760	693760	and if you are a successful business person
693760	696760	you should be getting these multiple times a week
696760	698760	so that stacks up two times a day
698760	699760	three times a day
699760	700760	five times a week
700760	702760	whatever it is
702760	705760	you can actually start to see in a time sequence
705760	707760	how much time you're saving yourself
707760	709760	the next one is like
709760	711760	I would say the easy
711760	713760	another easy one is a content repurposing system
713760	715760	maybe you're a content creator
715760	717760	maybe you run a podcast
717760	720760	and you have an hour long podcast
720760	723760	you can actually have an it and orchestrate a system
723760	725760	to where you take that podcast
725760	729760	and then you cut it up into individual smaller pieces
729760	734760	and then you post that on tick tock on Instagram or Twitter
734760	735760	whatever it is
735760	737760	and then you actually have it schedule
738760	740760	auto post and auto publish it yourself
740760	745760	puts it into a spreadsheet or air table or your favorite database
745760	747760	and it lets you know what was scheduled
747760	748760	it gives you the URLs
748760	751760	and that's all from one piece of content
751760	755760	one long form content that's cut up into multiple smaller
755760	758760	and then published onto whatever social networks you need
758760	759760	that time
759760	762760	that's almost infinite savings
762760	765760	that one podcast to edit
765760	766760	you hand over to your editor
766760	769760	sometimes takes two or three hours to edit that
769760	771760	and to put it into the formats that you need
771760	774760	for each individual platform
774760	776760	and it then can do that for you
778760	779760	another one
779760	781760	follow-up sequences
781760	783760	maybe email or nurture campaigns
783760	785760	or SMS text campaigns
785760	787760	you have a person that goes onto your website
787760	789760	that signs up for a code or a newsletter
789760	790760	or whatever it is
790760	792760	and it then grabs that information
792760	794760	and puts it into whatever sequence that it needs to
794760	797760	maybe a first time first touch SMS campaign
797760	800760	or an email nurture campaign
800760	804760	or they clicked a buyer form
804760	806760	and they have buying questions
806760	808760	and that hands it off directly to a salesperson
808760	811760	this is another quick win that you can create in a day
811760	812760	maybe two
812760	814760	not very complicated
814760	815760	and I'll show you how to do all of these things
815760	818760	and that buys back more of your time
818760	820760	but the other part about it
820760	823760	say that that form did have buying questions in it
823760	825760	and they're ready to purchase right now
825760	828760	that hands it off to one of your top salespeople
828760	829760	speed to lead
829760	831760	that's hugely important
831760	834760	I think the stat is
834760	837760	if you respond to your sales call
837760	838760	your sales leads
838760	840760	with a call or a text
840760	842760	within 30 to 60 seconds
842760	846760	you increase your sales by more than 400%
846760	848760	it's something ridiculously crazy like that
848760	850760	so speed to lead is a huge thing
850760	856760	now as you can see as I'm talking about these workflows and whatnot
856760	860760	I want to give you the principles of how to think of these things
860760	862760	while we will walk through some workflows
862760	863760	and I'll show you some things
863760	865760	and I'll actually give you guys templates
865760	868760	I want you to think about your own business
868760	871760	every single one of you are going to use a different tech stack
871760	872760	a different CRM
872760	873760	you're going to have a different workflow
873760	875760	because you guys all have different businesses
875760	878760	so I'm trying to give you the principles of how to think through these things
878760	882760	so that you can create workflows that are specifically designed for you
886760	889760	now the next part is where AI fits in
890760	892760	we just spoke about automation
892760	894760	we spoke about the tools
894760	896760	and mapping out your workflows
896760	899760	now the workflow I kind of mentioned a little bit in there
899760	900760	glossed over it
900760	902760	but your workflow is
902760	903760	and
